,Year,Genre,Avg_IMDB_Rating,Avg_Metascore,Total_BoxOffice
1105,2014-01-01,Biography,6.886956521739131,63.166666666666664,485710978.0
1106,2014-01-01,Comedy,6.264788732394367,50.810344827586206,1806823595.0
1107,2014-01-01,Crime,6.2973684210526315,51.5,674671577.0
1108,2014-01-01,Documentary,7.472727272727273,69.33333333333333,27057.0
1109,2014-01-01,Drama,6.484558823529412,55.705882352941174,1790843167.0
1110,2014-01-01,Family,5.8999999999999995,51.72727272727273,476418784.0
1111,2014-01-01,Fantasy,5.923529411764706,37.45454545454545,454042112.0
1112,2014-01-01,History,6.4375,59.666666666666664,47307556.0
1113,2014-01-01,Horror,5.571428571428571,46.46666666666667,133058592.0
1114,2014-01-01,Music,6.872727272727272,54.666666666666664,37657164.0
1115,2014-01-01,Musical,6.433333333333334,60.0,0.0
1116,2014-01-01,Mystery,6.211538461538462,51.75,429085553.0
1117,2014-01-01,News,7.1,62.0,0.0
1118,2014-01-01,Romance,6.482352941176471,50.857142857142854,369532089.0
1119,2014-01-01,Sci-Fi,6.388461538461538,53.130434782608695,2075712382.0
1120,2014-01-01,Sport,5.96,42.2,91607438.0
1121,2014-01-01,Thriller,5.814814814814815,45.275,627865641.0
1122,2014-01-01,War,7.0,60.0,139848603.0
1123,2014-01-01,Western,5.925,62.0,37331031.0
1124,2015-01-01,Action,6.111764705882353,48.52272727272727,3990949624.0
1125,2015-01-01,Adventure,6.7,57.44444444444444,4786296598.0
1126,2015-01-01,Animation,6.269230769230769,63.5,967107385.0
1127,2015-01-01,Biography,7.173684210526316,59.53333333333333,308205594.0
1128,2015-01-01,Comedy,6.203174603174603,47.891304347826086,1534467484.0
1129,2015-01-01,Crime,6.142857142857143,48.689655172413794,558560098.0
1130,2015-01-01,Documentary,6.916666666666667,71.0,35770.0
1131,2015-01-01,Drama,6.60603448275862,55.08,1513122641.0
1132,2015-01-01,Family,6.093333333333333,47.875,460128993.0
1133,2015-01-01,Fantasy,6.066666666666666,53.0,1155900609.0
1134,2015-01-01,History,7.2250000000000005,72.0,145198865.0
1135,2015-01-01,Horror,5.020588235294118,45.27777777777778,79432561.0
1136,2015-01-01,Music,6.716666666666666,56.75,169988077.0
1137,2015-01-01,Musical,4.666666666666667,63.0,165744048.0
1138,2015-01-01,Mystery,5.751851851851852,48.9375,112225862.0
1139,2015-01-01,Romance,6.3428571428571425,52.53846153846154,304642521.0
1140,2015-01-01,Sci-Fi,5.880952380952381,49.55555555555556,1827051163.0
1141,2015-01-01,Sport,6.957142857142857,53.666666666666664,148164107.0
1142,2015-01-01,Thriller,5.616666666666667,48.392857142857146,1108830080.0
1143,2015-01-01,War,7.4,30.0,4902290.0
1144,2015-01-01,Western,5.88,48.5,976847.0
1145,2016-01-01,Action,6.303846153846154,45.75,2984039442.0
1146,2016-01-01,Adventure,6.6,51.6875,4144612041.0
1147,2016-01-01,Animation,7.085714285714286,64.14285714285714,1201451028.0
1148,2016-01-01,Biography,7.19375,55.23076923076923,234165306.0
1149,2016-01-01,Comedy,6.051428571428572,50.75,2216565848.0
1150,2016-01-01,Crime,6.325,44.833333333333336,247277439.0
1151,2016-01-01,Drama,6.773529411764706,54.2,1405124016.0
1152,2016-01-01,Family,6.581818181818182,52.0,632048195.0
1153,2016-01-01,Fantasy,6.2846153846153845,51.1,743473255.0
1154,2016-01-01,History,7.1499999999999995,59.2,142293664.0
1155,2016-01-01,Horror,5.678947368421053,50.69230769230769,345745374.0
1156,2016-01-01,Music,8.2,93.0,151058124.0
1157,2016-01-01,Musical,6.3,,22121.0
1158,2016-01-01,Mystery,6.6,59.666666666666664,384531951.0
1159,2016-01-01,Romance,6.693333333333333,50.625,231460915.0
1160,2016-01-01,Sci-Fi,6.8,57.333333333333336,1203370153.0
1161,2016-01-01,Sport,6.55,45.5,18174527.0
1162,2016-01-01,Thriller,6.144444444444444,49.44444444444444,376639056.0
1163,2016-01-01,War,6.6,,0.0
1164,2017-01-01,Action,7.536363636363637,60.333333333333336,844501564.0
1165,2017-01-01,Adventure,7.640000000000001,58.0,586587440.0
1166,2017-01-01,Comedy,6.675,38.5,2285437.0
1167,2017-01-01,Crime,8.0,83.0,30029105.0
1168,2017-01-01,Drama,7.108333333333333,50.833333333333336,317334195.0
1169,2017-01-01,Family,7.5,65.0,503685062.0
1170,2017-01-01,Fantasy,6.7,49.5,535353437.0
1171,2017-01-01,History,7.9,,0.0
1172,2017-01-01,Horror,4.5,25.0,27766716.0
1173,2017-01-01,Music,7.5,68.0,30450961.0
1174,2017-01-01,Musical,7.5,65.0,503685062.0
1175,2017-01-01,Mystery,8.3,,0.0
1176,2017-01-01,Romance,6.3,43.5,978860.0
1177,2017-01-01,Sci-Fi,8.166666666666666,72.33333333333333,723516451.0
1178,2017-01-01,Thriller,6.8500000000000005,28.0,0.0
1179,2017-01-01,War,6.1,34.0,557004.0
